,products,company,price,weight,star_rating,total_comments,flavours,price_per_100g,per_kg_sell,adult,chicken,wet,from_ocean,fish,tuna,salmon,mackerel,shrimps,milk,can,gravy,pouch,liver,grilled,turkey,ham,vegan
93,Royal Canin Food for Sterilised Cats 85 g (Pack of 12),royal,1500.0,1.02,4.5,455.0,['Canin'],147.05882352941177,669117.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,"ProDiet, Mackerel cat Food, 500 Grams","prodiet,",200.0,0.5,2.5,2.0,['Mackerel'],40.0,800.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,"Me-O Adult Cat Dry Food, Seafood, 7 kg",me-o,1850.0,7.0,4.3,228.0,"['Dry', 'Adult', 'Sea', 'Seafood']",26.428571428571427,60257.14,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,"FARMINA N&D Quinoa Weight Management Dry Cat Food, Adult, Grain-Free, 1.5-kg, Lamb Broccoli and Asparagus",farmina,2250.0,1.5,4.7,29.0,"['Dry', 'Adult', 'Grain', 'Grain-Free']",150.0,43500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97,Royal Canin Persian Adult Dry Cat Food 4 Kg,royal,3860.0,4.0,4.6,779.0,"['Dry', 'Adult', 'Persian', 'Canin']",96.5,751735.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,"Royal Canin Kitten Persian, 4kg",royal,4010.0,4.0,4.2,85.0,"['Kitten', 'Persian', 'Canin']",100.25,85212.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,"Purina FRISKIES Surfin' Favourites Adult Cat Food, Mackerel Tuna Salmon & Sardine Flavours, 1.1kg",purina,470.0,1.1,4.2,144.0,"['Adult', 'Tuna', 'Salmon', 'Mackerel', 'FRISKIES']",42.72727272727273,61527.27,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,"FARMINA N&D Quinoa Urinary Dry Cat Food, Adult, Grain-Free, 1.5-kg, Duck Cranberry and Chamomile",farmina,2250.0,1.5,4.7,360.0,"['Dry', 'Adult', 'Grain', 'Grain-Free']",150.0,540000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
101,Purina Fancy Feast Tender Chicken Feast Wet Cat Food Pack of 6 X 85g Cans (1 Can Free with 5 Cans),purina,462.0,0.42500000000000004,3.6,8.0,"['Chicken', 'Wet']",108.70588235294117,8696.47,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,"Me-O Tuna Pellet Adult Cat Food, 7 kg",me-o,1850.0,7.0,4.3,263.0,"['Adult', 'Tuna']",26.428571428571427,69507.14,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,"Matisse Farmina Kitten Cat Food, 400 g",matisse,350.0,0.4,4.4,114.0,"['Kitten', 'Matisse']",87.5,99750.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,MEO Persian Anti Hairball Formula Dry Cat Food - 2.8 Kg,meo,,2.8,4.3,20.0,"['Dry', 'Persian']",,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,"Kennel Kitchen Tuna in Jelly,12 x 80g Each. Grain Free Wet Cat Food for Adults and Kittens,",kennel,480.0,0.96,3.3,134.0,"['Adult', 'Tuna', 'Kitten', 'Wet', 'Grain', 'Jelly']",50.0,67000.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
106,Heads Up For Tails Schesir Wet Cat Food Tuna with Salmon Pouch - 50 g (Pack of 4),heads,356.0,0.2,3.9,46.0,"['Tuna', 'Wet', 'Salmon', 'Schesir']",178.0,81880.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
107,"Royal Canin Adult Instinctive Wet Cat Food, Fish, 85 g (12 Pack)",royal,967.0,0.085,4.5,862.0,"['Adult', 'Fish', 'Wet', 'Canin']",94.803921568627450980392156862745,9806517.65,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,"Royal Canin Kitten Gravy-Salsa-Sas Instinctive pack, 12 x 85g",royal,,1.02,4.4,1466.0,"['Kitten', 'Gravy', 'Canin']",,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
109,"Arden Grange Chicken and Potato Grain Free Adult Cat Food, 2 kg",arden,1692.0,2.0,4.3,261.0,"['Adult', 'Chicken', 'Grain']",84.6,220806.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110,"FARMINA Matisse Dry Cat Food, Adult, 10-kg, Chicken and Rice",farmina,6550.0,10.0,4.5,17.0,"['Dry', 'Adult', 'Chicken', 'Matisse']",65.5,11135.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,"IAMS Proactive Health Premium Dry Food for Adult Cats (1+ Years) with Tuna & Salmon, 3kg",iams,1494.0,3.0,3.0,7.0,"['Dry', 'Adult', 'Tuna', 'Salmon']",49.8,3486.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,"Me-O Cat Food Salmon, 1.1 kg",me-o,420.0,1.1,4.3,196.0,['Salmon'],38.18181818181818,74836.36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,"Kennel Kitchen Chicken in Jelly, 400g (Pack of 2) Wet Cat Food for Adult Cat and Kitten",kennel,300.0,0.8,3.1,59.0,"['Adult', 'Chicken', 'Kitten', 'Wet', 'Jelly']",37.5,22125.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Sheba Melty Sasami Chicken & White Fish Flavor Cat Treat - 48 g - Each - Pack of 12 (48gx12),sheba,1093.0,0.5760000000000001,5.0,4.0,"['Fish', 'Chicken']",189.75694444444443,7590.28,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Kitty Yums Dry Persian Cat Food - Ocean Fish - 3Kg,kitty,1175.0,3.0,4.7,7.0,"['Dry', 'Fish', 'Ocean', 'Persian']",39.166666666666664,2741.67,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,"Me-O Adult Cat Dry Food, Mackerel, 1.2 kg",me-o,,1.2,4.4,284.0,"['Dry', 'Adult', 'Mackerel']",,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Schesir 71% Chicken fillets with Duck Wet Cat Food- (6x50 g),schesir,449.0,0.05,3.8,28.0,"['Chicken', 'Wet', 'Schesir']",149.66666666666666666666666666667,251440.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,"Me-O Adult Cat Food in Jelly, Mackerel, 80 g (Pack of 12)",me-o,460.0,0.96,4.1,48.0,"['Adult', 'Mackerel', 'Jelly']",47.91666666666667,23000.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,"Royal Canin Persian Pellet Kitten Food, Chicken Flavour (2 kg)",royal,2060.0,2.0,4.8,19.0,"['Chicken', 'Kitten', 'Persian', 'Canin']",103.0,19570.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,"Whiskas Junior Cat Food - Ocean Fish, 450g Pouch",whiskas,230.0,0.45,5.0,4.0,"['Fish', 'Ocean']",51.111111111111114,2044.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
121,"Me-O OEM Systems Cat Food, Gourmet Flavor, 1.1 Kg",me-o,420.0,1.1,4.1,50.0,[],38.18181818181818,19090.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
