,products,company,price,weight,star_rating,total_comments,flavours,price_per_100g,per_kg_sell,adult,chicken,wet,from_ocean,fish,tuna,salmon,mackerel,shrimps,milk,can,gravy,pouch,liver,grilled,turkey,ham,vegan
17,"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)",meat,499.0,3.0,4.1,1513.0,"['Dry', 'Adult', 'Fish', 'Ocean', 'Meat']",16.633333333333333,251662.33,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Whiskas Dry Food for Adult Cats (+1 Years), Mackerel Flavour, 3kg Pack",whiskas,843.0,3.0,4.5,4200.0,"['Dry', 'Adult', 'Mackerel']",28.1,1180200.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,"Whiskas Tasty Mix Wet Food for Adult Cats (1+ year), Made With Real Fish, Chicken With Salmon Wakame Seaweed in Gravy, 24 Pouches (24 x 70g)",whiskas,918.0,1.68,4.4,778.0,"['Adult', 'Fish', 'Chicken', 'Wet', 'Gravy', 'Salmon', 'Sea']",54.64285714285714,425121.43,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20,"Meat Up Kitten (1-12 Months) Dry Cat Food, Ocean Fish, 600g (Buy 1 Get 1 Free)",meat,249.0,1.2,4.2,1425.0,"['Dry', 'Fish', 'Ocean', 'Kitten', 'Meat']",20.75,295687.5,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,"Let's Bite Active Adult Dry Cat Food, 500g (Buy 1 Get 1 Free)",let's,199.0,1.0,4.1,1384.0,"['Dry', 'Adult']",19.9,275416.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,"Whiskas Wet Food for Adult Cats (1+Years), Tuna in Jelly Flavour, 12 Pouches (12 x 85g)",whiskas,480.0,1.02,4.4,941.0,"['Adult', 'Tuna', 'Wet', 'Jelly']",47.05882352941177,442823.53,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23,"Sheba Fine Food for Adults Cats (+1 Years), Chicken with Tuna in Gravy Flavour, Pack of 24 (24x 70g)",sheba,1176.0,1.68,4.5,316.0,"['Adult', 'Tuna', 'Chicken', 'Gravy']",70.0,221200.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,"Purepet Wet Cat Food For All Life Stages, Real Tuna and Chicken Liver in Gravy, 24 Pouches (24 x 70g)",purepet,528.0,1.68,3.5,749.0,"['Tuna', 'Chicken', 'Wet', 'Gravy']",31.428571428571427,235400.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
25,"Whiskas Tasty Mix Wet Food for Adult Cats (1+ year), Made With Real Fish, Tuna With Kanikama And Carrot in Gravy Flavour, 24 Pouches (24 x 70g)",whiskas,918.0,1.68,4.4,518.0,"['Adult', 'Fish', 'Tuna', 'Wet', 'Gravy']",54.64285714285714,283050.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
26,"Whiskas Dry Food for Kittens (2-12 Months), Mackerel Flavour, 1.1kg Pack",whiskas,397.0,1.1,4.6,2792.0,"['Dry', 'Kitten', 'Mackerel']",36.09090909090909,1007658.18,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,"Whiskas Tasty Mix Wet Food for Adult Cats (1+ year), Made With Real Fish, Seafood Cocktail Wakame Seaweed in Gravy, 24 Pouches (24 x 70g)",whiskas,816.0,1.68,4.3,536.0,"['Adult', 'Fish', 'Wet', 'Gravy', 'Sea', 'Seafood']",48.57142857142857,260342.86,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
28,"Royal Canin Fit 32, 2 kg",royal,1375.0,2.0,4.5,8411.0,['Canin'],68.75,5782562.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,ME-O Dry Adult CAT Food Tuna Flavour 3 KG,me-o,870.0,3.0,4.2,44.0,"['Dry', 'Adult', 'Tuna']",29.0,12760.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,"Whiskas Wet Food for Adult Cats (1+Years), Salmon in Gravy Flavour, 12 Pouches (12 x 85g)",whiskas,480.0,1.02,4.3,442.0,"['Adult', 'Wet', 'Gravy', 'Salmon']",47.05882352941177,208000.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
31,"Me-O Adult Dry CAT Food Tuna Flavour, 3 kg",me-o,870.0,3.0,4.3,477.0,"['Dry', 'Adult', 'Tuna']",29.0,138330.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,"Whiskas Dry Food for Adult Cats (1+ Years), Grilled Saba Flavour, 1.2kg",whiskas,381.0,1.2,4.5,23.0,"['Dry', 'Adult']",31.75,7302.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,"Whiskas Dry Food for Adult Cats (1+ Years), Supports Hairball Control, Chicken & Tuna Flavour, 1.1kg",whiskas,419.0,1.1,4.4,41.0,"['Dry', 'Adult', 'Tuna', 'Chicken']",38.09090909090909,15617.27,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,"Farmina N&D Grain Free Chicken and Pomegranate Adult Cat Food, 1.5 kg",farmina,2100.0,1.5,4.7,591.0,"['Adult', 'Chicken', 'Grain']",140.0,827400.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,Purina Fancy Feast Tuna Flakes in Gravy Wet Cat Food Pack of 6 X 85g Cans (1 Can Free with 5 Cans),purina,462.0,0.42500000000000004,4.5,13.0,"['Tuna', 'Wet', 'Gravy']",90.588235294117647058823529411765,14131.76,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,"Kittibles Cat Food Dry Adult, 1kg - Chicken, Tuna Fish, Ashwagandha, Rosemary Extract",kittibles,246.0,1.0,3.3,96.0,"['Dry', 'Adult', 'Fish', 'Tuna', 'Chicken']",24.6,23616.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,"Maxi Persian Adult(+1 year) Dry Cat Food, Ocean Fish, 7kg (BUY 1 GET 1 FREE)",maxi,1699.0,14.0,4.0,1540.0,"['Dry', 'Adult', 'Fish', 'Ocean', 'Persian']",12.135714285714286,186890.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,"Purina FRISKIES Seafood Sensations Adult Cat Food, Tuna Salmon Whitefish Cran & Shrimp Flavours, 1.1kg",purina,441.0,1.1,4.1,242.0,"['Adult', 'Tuna', 'Salmon', 'Sea', 'Seafood', 'FRISKIES']",40.09090909090909,97020.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,"Whiskas Wet Food for Kittens (2-12 Months), Tuna in Jelly Flavour, 12 pouches (12 x 85g)",whiskas,,1.02,4.2,244.0,"['Tuna', 'Kitten', 'Wet', 'Jelly']",,,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,Royal Canin Fit 32 Adult Dry Cat Food 400 g,royal,320.0,0.4,4.3,95.0,"['Dry', 'Adult', 'Canin']",80.0,76000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,"Kitty Yums Dry Persian Cat Food, Ocean Fish, 1.2kg",kitty,520.0,1.2,4.5,19.0,"['Dry', 'Fish', 'Ocean', 'Persian']",43.333333333333336,8233.33,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,"IAMS Proactive Health Premium Dry Food for Mother & Kitten (2-12 Months) with Chicken, 400g",iams,243.0,0.4,4.1,27.0,"['Dry', 'Chicken', 'Kitten']",60.75,16402.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Farmina Pet Foods Matisse - Chicken & Rice - Cat Dry Food - Adult (1.5kg),farmina,1230.0,1.5,4.6,149.0,"['Dry', 'Adult', 'Chicken', 'Matisse']",82.0,122180.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,"Sheba Premium Wet Food for Adult Cats, Skipjack & Salmon Flavour, 12 Pouches (12 x 35g)",sheba,469.0,0.42,4.4,593.0,"['Adult', 'Wet', 'Salmon']",111.66666666666666,662183.33,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45,"Sheba Premium Wet Food for Adult Cats, Fish & Sasami Flavour, 12 Pouches (12 x 35g)",sheba,481.0,0.42,4.5,380.0,"['Adult', 'Fish', 'Wet']",114.52380952380952,435190.48,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,"Purepet Adult(+1 year) Dry Cat Food, Sea Food, 1.2kg",purepet,199.0,1.2,4.2,567.0,"['Dry', 'Adult', 'Sea']",16.583333333333332,94027.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,ME-O Dry Kitten CAT Food (Ocean Fish) 1.1 KG,me-o,389.0,1.1,4.3,386.0,"['Dry', 'Fish', 'Ocean', 'Kitten']",35.36363636363637,136503.64,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Purina Fancy Feast Tuna and Seafood Medley Wet Cat Food Pack of 6 X 85g Cans (1 Can Free with 5 Cans),purina,462.0,0.42500000000000004,4.2,9.0,"['Tuna', 'Wet', 'Sea', 'Seafood']",90.588235294117647058823529411765,9783.53,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,"Meat Up Kitten (1-12 Months) Dry Cat Food, Ocean Fish, 600g (Buy 1 Get 1 Free)",meat,478.0,1.2,,,"['Dry', 'Fish', 'Ocean', 'Kitten', 'Meat']",39.833333333333336,,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,"Kitty Yums Kitten(1-12 Months) Dry Cat Food, Ocean Fish, 1.2kg",kitty,500.0,1.2,3.9,29.0,"['Dry', 'Fish', 'Ocean', 'Kitten']",41.666666666666664,12083.33,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,"Purina FRISKIES Kitten Discoveries Baby Cat Food, Tuna Chicken Milk Vegetables & Whole Grain Flavours, 1.1kg",purina,446.0,1.1,4.2,360.0,"['Tuna', 'Chicken', 'Kitten', 'Grain', 'FRISKIES', 'Milk']",40.54545454545455,145963.64,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52,"Whiskas Wet Food for Kittens (2-12 Months), Chicken in Gravy Flavour, 85g",whiskas,,0.085,4.7,5.0,"['Chicken', 'Kitten', 'Wet', 'Gravy']",,,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
53,"FARMINA Matisse Dry Cat Food, Adult, 1.5-kg, Salmon and Tuna",farmina,1170.0,1.5,4.6,294.0,"['Dry', 'Adult', 'Tuna', 'Salmon', 'Matisse']",78.0,229320.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,"Purina FRISKIES Seafood Sensations Adult Cat Food, Tuna Salmon Whitefish Cran & Shrimp Flavours, 6.5kg",purina,1930.0,6.5,4.2,65.0,"['Adult', 'Tuna', 'Salmon', 'Sea', 'Seafood', 'FRISKIES']",29.692307692307693,19300.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,"IAMS Proactive Health Premium Dry Food for Adult Cats (1+ Years) with Tuna & Salmon, 400g",iams,234.0,0.4,4.3,7.0,"['Dry', 'Adult', 'Tuna', 'Salmon']",58.5,4095.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,"PUREPET All Life Stages Wet Cat Food, Real Tuna and Chicken Liver in Gravy, 15 Pouches (15 x 70g)",purepet,375.0,1.05,3.5,560.0,"['Tuna', 'Chicken', 'Wet', 'Gravy']",35.714285714285715,200000.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
57,"Whiskas Tasty Mix Wet Food for Adult Cats (1+ Year), Made with Real Fish, Chicken with Salmon Wakame Seaweed in Gravy, Pack of 12 (12 x 70 g)",whiskas,486.0,0.84,4.4,116.0,"['Adult', 'Fish', 'Chicken', 'Wet', 'Gravy', 'Salmon', 'Sea']",57.857142857142854,67114.29,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Purina Fancy Feast Tuna Chunks in Luscious Gravy Wet Cat Food Pack of 6 X 85g Cans (1 Can Free with 5 Cans),purina,462.0,0.42500000000000004,4.1,2.0,"['Tuna', 'Wet', 'Gravy']",90.588235294117647058823529411765,2174.12,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Royal Canin Indoor 27 Dry Adult Cat Food Chicken Flavour 2 KG,royal,1500.0,2.0,4.5,1853.0,"['Dry', 'Adult', 'Chicken', 'Canin']",75.0,1389750.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,"Purepet Wet Cat Food For All Life Stages, Real Chicken and Chicken Liver in Gravy, 24 Pouches (24 x 70g)",purepet,528.0,1.68,3.4,328.0,"['Chicken', 'Wet', 'Gravy']",31.428571428571427,103085.71,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
61,"Meat Up Adult (+1 Year) Wet Cat Food, Real Chicken and Chicken Liver in Gravy, 70g (Pack of 6) - Buy 1 Get 1 Free",meat,269.0,0.14,3.3,789.0,"['Adult', 'Chicken', 'Wet', 'Gravy', 'Meat']",64.047619047619047619047619047619,1516007.14,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
62,"Me-O Cat Food Tuna, 1.2 kg",me-o,369.0,1.2,4.4,234.0,['Tuna'],30.75,71955.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,"Me-O Baby Persian Kitten Cat Food, Chicken, 1.1kg",me-o,415.0,1.1,4.4,297.0,"['Chicken', 'Kitten', 'Persian']",37.72727272727273,112050.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,"Kitty Yums Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.2kg",kitty,520.0,1.2,4.8,8.0,"['Dry', 'Adult', 'Fish', 'Ocean']",43.333333333333336,3466.67,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,"Sheba Fine Food for Adults Cats (+1 Years), Chicken Premium Loaf Flavour, Pack of 24 (24 x 70g)",sheba,1116.0,1.68,4.2,330.0,"['Adult', 'Chicken']",66.42857142857143,219214.29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,"Me-O Adult Dry Cat Food, Chicken and Vegetable, 7 kg",me-o,1850.0,7.0,4.4,314.0,"['Dry', 'Adult', 'Chicken']",26.428571428571427,82985.71,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,"FARMINA N&D Prime Dry Cat Food, Adult, Grain-Free, 5-kg, Chicken and Pomegranate",farmina,5590.0,5.0,4.5,537.0,"['Dry', 'Adult', 'Chicken', 'Grain', 'Grain-Free']",111.8,600366.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,ME-O Dry Adult CAT Food Tuna Flavour 7 KG,me-o,1850.0,7.0,4.5,116.0,"['Dry', 'Adult', 'Tuna']",26.428571428571427,30657.14,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,"Royal Canin Intense Beauty Gravy Adult Cat SeaFood, 85 g (12 Pack)",royal,1188.0,0.085,4.3,538.0,"['Adult', 'Gravy', 'Sea', 'Canin']",116.47,7519341.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70,"FARMINA N&D Ocean Herring and Orange Adult Cat, 300 g",farmina,750.0,0.3,4.5,18.0,"['Adult', 'Ocean']",250.0,45000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,"FARMINA N&D Prime Dry Cat Food, Kitten, Grain-Free, 1.5-kg, Chicken and Pomegranate",farmina,1900.0,1.5,4.4,531.0,"['Dry', 'Chicken', 'Kitten', 'Grain', 'Grain-Free']",126.66666666666667,672600.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72,"FARMINA N&D Prime Dry Cat Food, Adult, Grain-Free, 5-kg, Lamb and Blueberry",farmina,4761.0,5.0,4.5,791.0,"['Dry', 'Adult', 'Grain', 'Grain-Free']",95.22,753190.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
73,"FARMINA Matisse Dry Cat Food, Kitten, 1.5-kg",farmina,1190.0,1.5,4.5,281.0,"['Dry', 'Kitten', 'Matisse']",79.33333333333333,222926.67,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,"Me-O Persian Dry Adult Cat Food, Chicken Flavour, 1.1 KG",me-o,,1.1,4.3,315.0,"['Dry', 'Adult', 'Chicken', 'Persian']",,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,"IAMS Proactive Health Premium Dry Food for Adult Cats (1+ Years) with Tuna & Salmon, 1kg",iams,510.0,1.0,4.2,9.0,"['Dry', 'Adult', 'Tuna', 'Salmon']",51.0,4590.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,"Kennel Kitchen Tuna in Jelly, 430g (Pack of 2), Wet Cat Food for Adult Cat and Kitten",kennel,300.0,0.86,3.1,228.0,"['Adult', 'Tuna', 'Kitten', 'Wet', 'Jelly']",31.279069767441860465116279069767,79534.88,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Heads Up For Tails Schesir Wet Cat Food Tuna and Chicken with Shrimps Pouch - 50 g (Pack of 4),heads,356.0,0.2,4.2,19.0,"['Tuna', 'Chicken', 'Wet', 'Schesir']",178.0,33820.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78,"Whiskas Tasty Mix Wet Food for Adult Cats (1+ Year), Made with Real Fish, Seafood Cocktail Wakame Seaweed in Gravy, Pack of 12 (12 x 70 g)",whiskas,486.0,0.84,4.2,126.0,"['Adult', 'Fish', 'Wet', 'Gravy', 'Sea', 'Seafood']",57.857142857142854,72900.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
79,"Sheba Premium Fine Wet Food for Kitten (2-12 Months), Chicken Loaf, 12 Pouches (12 x 70g)",sheba,658.0,0.84,4.3,493.0,"['Chicken', 'Kitten', 'Wet']",78.33333333333333,386183.33,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
80,"Whiskas Adult (+1 year) Wet Cat Food, Tuna in Jelly, 12 Pouches (12 x 85g)",whiskas,,1.02,4.6,2187.0,"['Adult', 'Tuna', 'Wet', 'Jelly']",,,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
81,"Whiskas Wet Cat Food for Adult Cats (1+Years), Chicken in Gravy Flavour, 85g",whiskas,40.0,0.085,4.5,2309.0,"['Adult', 'Chicken', 'Wet', 'Gravy']",47.05882352941176,1086588.24,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82,"Royal Canin Mother & Baby Cat, 400 g",royal,480.0,0.4,4.5,449.0,['Canin'],120.0,538800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,"FARMINA N&D Ocean Dry Cat Food, Adult, Grain-Free, 1.5-kg, Herring and Orange",farmina,2100.0,1.5,4.5,157.0,"['Dry', 'Adult', 'Ocean', 'Grain', 'Grain-Free']",140.0,219800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84,Purina Fancy Feast Tuna Affair with Whole Shrimp Wet Cat Food Pack of 6 X 85g Cans (1 Can Free with 5 Cans),purina,462.0,0.42500000000000004,4.1,20.0,"['Tuna', 'Wet']",90.588235294117647058823529411765,21741.18,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Purina Fancy Feast Seafood and Chicken Feast in Thick Gravy Wet Cat Food Pack of 6 X 85g Cans (1 Can Free with 5 Cans),purina,462.0,0.42500000000000004,3.9,6.0,"['Chicken', 'Wet', 'Gravy', 'Sea', 'Seafood']",90.588235294117647058823529411765,6522.35,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
86,ME-O Dry Adult CAT Food Tuna Flavour 1.2 KG,me-o,420.0,1.2,4.4,84.0,"['Dry', 'Adult', 'Tuna']",35.0,29400.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Schesir Chicken fillets with Ham Multipack Canned Wet Cat Food - 50g Each - Pack of 6,schesir,474.0,0.30000000000000004,5.0,4.0,"['Chicken', 'Wet', 'Schesir']",157.99999999999997,6320.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88,"Drools Kitten (1-12 Months) Dry Cat Food, Ocean Fish, 3kg with Free 1.2kg",drools,800.0,3.0,4.0,388.0,"['Dry', 'Fish', 'Ocean', 'Kitten']",26.666666666666668,103466.67,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,ME-O Dry Adult CAT Food Persian CAT 1.1 KG,me-o,389.0,1.1,4.2,146.0,"['Dry', 'Adult', 'Persian']",35.36363636363637,51630.91,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Me-O Dry Adult Persian Cat Seafood - 6.8 Kg,me-o,1900.0,6.8,4.5,162.0,"['Dry', 'Adult', 'Sea', 'Persian', 'Seafood']",27.941176470588236,45264.71,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,"Whiskas Wet Food for Adult Cats (1+Years), Chicken in Gravy Flavour, 48 Pouches (48 x 85g)",whiskas,1920.0,4.08,4.5,97.0,"['Adult', 'Chicken', 'Wet', 'Gravy']",47.05882352941177,45647.06,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
92,"Whiskas Tasty Mix Wet Food for Adult Cats (1+ year), Made With Real Fish, Chicken With Tuna And Carrot in Gravy, 24 Pouches (24 x 70g)",whiskas,972.0,1.68,4.4,944.0,"['Adult', 'Fish', 'Tuna', 'Chicken', 'Wet', 'Gravy']",57.857142857142854,546171.43,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
